province,region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
British Columbia,East Kootenay,2020-03-05,7,0,8,,3,0
British Columbia,East Kootenay,2020-03-06,1,9,20,,9,-1
British Columbia,East Kootenay,2020-03-07,2,5,-3,,2,
British Columbia,East Kootenay,2020-03-08,3,-1,-6,,3,
British Columbia,East Kootenay,2020-03-09,5,6,12,,1,-1
British Columbia,East Kootenay,2020-03-10,3,2,7,,5,0
British Columbia,East Kootenay,2020-03-11,-1,1,13,,3,0
British Columbia,East Kootenay,2020-03-12,4,10,6,,5,-1
British Columbia,East Kootenay,2020-03-13,-8,16,-15,,-5,3
British Columbia,East Kootenay,2020-03-14,-18,9,-21,,-2,
British Columbia,East Kootenay,2020-03-15,-9,6,1,,-5,
British Columbia,East Kootenay,2020-03-16,-2,24,27,,-16,4
British Columbia,East Kootenay,2020-03-17,-18,14,29,,-21,6
British Columbia,East Kootenay,2020-03-18,-28,9,31,,-28,8
British Columbia,East Kootenay,2020-03-19,-33,-5,11,,-33,11
British Columbia,East Kootenay,2020-03-20,-36,-4,30,,-32,12
British Columbia,East Kootenay,2020-03-21,-49,-14,45,,-35,
British Columbia,East Kootenay,2020-03-22,-50,-23,25,,-43,
British Columbia,East Kootenay,2020-03-23,-45,-18,6,,-42,14
British Columbia,East Kootenay,2020-03-24,-53,-22,7,,-47,17
British Columbia,East Kootenay,2020-03-25,-48,-23,13,,-48,16
British Columbia,East Kootenay,2020-03-26,-50,-20,5,,-48,18
British Columbia,East Kootenay,2020-03-27,-53,-23,-9,,-46,18
British Columbia,East Kootenay,2020-03-28,-58,-26,-1,,-40,
British Columbia,East Kootenay,2020-03-29,-57,-31,-6,,-46,
British Columbia,East Kootenay,2020-03-30,-51,-29,-24,,-49,17
British Columbia,East Kootenay,2020-03-31,-52,-22,-5,,-50,17
British Columbia,East Kootenay,2020-04-01,-54,-30,-21,,-49,19
British Columbia,East Kootenay,2020-04-02,-53,-27,-17,,-51,19
British Columbia,East Kootenay,2020-04-03,-52,-27,-29,,-46,20
British Columbia,East Kootenay,2020-04-04,-55,-28,0,,-43,
British Columbia,East Kootenay,2020-04-05,-57,-34,-21,,-48,
British Columbia,East Kootenay,2020-04-06,-43,-24,16,,-48,15
British Columbia,East Kootenay,2020-04-07,-45,-18,32,,-47,16
British Columbia,East Kootenay,2020-04-08,-41,-24,26,,-49,15
British Columbia,East Kootenay,2020-04-09,-35,-10,17,,-50,15
British Columbia,East Kootenay,2020-04-10,-59,-29,21,,-71,
British Columbia,East Kootenay,2020-04-11,-55,-26,-31,,-46,
British Columbia,East Kootenay,2020-04-12,-63,-40,-9,,-46,
British Columbia,East Kootenay,2020-04-13,-47,-28,20,,-62,
British Columbia,East Kootenay,2020-04-14,-43,-21,10,,-47,16
British Columbia,East Kootenay,2020-04-15,-40,-19,5,,-46,16
British Columbia,East Kootenay,2020-04-16,-44,-14,18,,-45,15
British Columbia,East Kootenay,2020-04-17,-52,-16,2,,-42,17
British Columbia,East Kootenay,2020-04-18,-55,-23,4,,-37,
British Columbia,East Kootenay,2020-04-19,-50,-26,34,,-39,
British Columbia,East Kootenay,2020-04-20,-38,-15,46,,-44,13
British Columbia,East Kootenay,2020-04-21,-42,-17,,,-46,14
British Columbia,East Kootenay,2020-04-22,-40,-14,16,,-46,14
British Columbia,East Kootenay,2020-04-23,-44,-15,16,,-45,15
British Columbia,East Kootenay,2020-04-24,-46,-12,28,,-41,13
British Columbia,East Kootenay,2020-04-25,-53,-16,7,,-39,
British Columbia,East Kootenay,2020-04-26,-45,-20,34,,-41,
British Columbia,East Kootenay,2020-04-27,-41,-17,4,,-42,14
British Columbia,East Kootenay,2020-04-28,-37,-10,,,-43,12
British Columbia,East Kootenay,2020-04-29,-40,-13,43,,-43,13
British Columbia,East Kootenay,2020-04-30,-41,-10,8,,-43,14
British Columbia,East Kootenay,2020-05-01,-43,-9,36,,-39,13
British Columbia,East Kootenay,2020-05-02,-48,-14,73,,-39,
British Columbia,East Kootenay,2020-05-03,-47,-16,-2,,-43,
British Columbia,East Kootenay,2020-05-04,-33,-5,41,,-41,11
British Columbia,East Kootenay,2020-05-05,-35,-2,,,-42,10
British Columbia,East Kootenay,2020-05-06,-37,-4,8,,-42,14
British Columbia,East Kootenay,2020-05-07,-39,1,2,,-42,14
British Columbia,East Kootenay,2020-05-08,-39,1,61,,-37,12
British Columbia,East Kootenay,2020-05-09,-42,4,84,,-35,
British Columbia,East Kootenay,2020-05-10,-41,6,36,,-34,
British Columbia,East Kootenay,2020-05-11,-31,-2,54,,-38,11
British Columbia,East Kootenay,2020-05-12,-35,-1,,,-39,11
British Columbia,East Kootenay,2020-05-13,-29,2,70,,-38,10
British Columbia,East Kootenay,2020-05-14,-33,5,71,,-39,10
British Columbia,East Kootenay,2020-05-15,-36,7,92,,-39,10
British Columbia,East Kootenay,2020-05-16,-39,8,,,-34,
British Columbia,East Kootenay,2020-05-17,-36,1,83,,-39,
British Columbia,East Kootenay,2020-05-18,-31,-5,,,-71,
British Columbia,East Kootenay,2020-05-19,-25,3,,,-37,10
British Columbia,East Kootenay,2020-05-20,-19,-1,36,,-36,11
British Columbia,East Kootenay,2020-05-21,-22,-2,22,,-36,12
British Columbia,East Kootenay,2020-05-22,-26,-4,43,,-28,11
British Columbia,East Kootenay,2020-05-23,-31,-9,104,,-26,
British Columbia,East Kootenay,2020-05-24,-26,-9,96,,-26,
British Columbia,East Kootenay,2020-05-25,-16,-6,42,,-33,9
British Columbia,East Kootenay,2020-05-26,-16,-2,,,-32,8
British Columbia,East Kootenay,2020-05-27,-8,5,,,-32,7
British Columbia,East Kootenay,2020-05-28,-15,0,87,,-32,7
British Columbia,East Kootenay,2020-05-29,-15,6,128,,-27,5
British Columbia,East Kootenay,2020-05-30,-23,5,,,-21,
British Columbia,East Kootenay,2020-05-31,-24,-3,18,,-27,
British Columbia,East Kootenay,2020-06-01,-9,-3,,,-28,6
British Columbia,East Kootenay,2020-06-02,-10,1,,,-28,6
British Columbia,East Kootenay,2020-06-03,-9,0,,,-27,6
British Columbia,East Kootenay,2020-06-04,-17,-2,61,,-28,8
British Columbia,East Kootenay,2020-06-05,-24,2,103,,-25,6
British Columbia,East Kootenay,2020-06-06,-28,1,108,,-21,
British Columbia,East Kootenay,2020-06-07,-24,-2,64,,-20,
British Columbia,East Kootenay,2020-06-08,-17,0,,,-28,6
British Columbia,East Kootenay,2020-06-09,-16,1,,,-26,7
British Columbia,East Kootenay,2020-06-10,-13,7,,,-26,5
British Columbia,East Kootenay,2020-06-11,-14,9,,,-25,5
British Columbia,East Kootenay,2020-06-12,-19,13,,,-24,5
British Columbia,East Kootenay,2020-06-13,-23,7,,,-17,
British Columbia,East Kootenay,2020-06-14,-17,9,79,,-21,
British Columbia,East Kootenay,2020-06-15,-10,10,,,-26,6
British Columbia,East Kootenay,2020-06-16,-12,11,,,-24,6
British Columbia,East Kootenay,2020-06-17,-12,9,,,-25,5
British Columbia,East Kootenay,2020-06-18,-10,6,,,-23,3
British Columbia,East Kootenay,2020-06-19,-16,15,,,-22,3
British Columbia,East Kootenay,2020-06-20,-19,16,,,-18,
British Columbia,East Kootenay,2020-06-21,-8,12,,,-17,
British Columbia,East Kootenay,2020-06-22,-5,13,,,-28,3
British Columbia,East Kootenay,2020-06-23,-6,8,,,-27,3
British Columbia,East Kootenay,2020-06-24,-4,16,,,-26,6
British Columbia,East Kootenay,2020-06-25,-1,19,,,-25,2
British Columbia,East Kootenay,2020-06-26,-9,19,,,-22,2
British Columbia,East Kootenay,2020-06-27,-10,17,,,-15,
British Columbia,East Kootenay,2020-06-28,-4,16,,,-18,
British Columbia,East Kootenay,2020-06-29,6,11,,,-30,3
British Columbia,East Kootenay,2020-06-30,7,20,,,-29,4
British Columbia,East Kootenay,2020-07-01,-4,12,,,-55,11
British Columbia,East Kootenay,2020-07-02,10,24,,,-32,6
British Columbia,East Kootenay,2020-07-03,10,26,,,-28,3
British Columbia,East Kootenay,2020-07-04,-2,25,,,-15,
British Columbia,East Kootenay,2020-07-05,13,25,,,-16,
British Columbia,East Kootenay,2020-07-06,9,15,,,-28,2
British Columbia,East Kootenay,2020-07-07,2,18,,,-26,5
British Columbia,East Kootenay,2020-07-08,3,7,,,-23,3
British Columbia,East Kootenay,2020-07-09,0,11,,,-26,3
British Columbia,East Kootenay,2020-07-10,-1,17,,,-21,2
British Columbia,East Kootenay,2020-07-11,-4,20,,,-14,
British Columbia,East Kootenay,2020-07-12,1,18,,,-15,
British Columbia,East Kootenay,2020-07-13,9,17,,,-26,2
British Columbia,East Kootenay,2020-07-14,4,16,,,-23,2
British Columbia,East Kootenay,2020-07-15,2,13,,,-25,3
British Columbia,East Kootenay,2020-07-16,3,18,,,-25,2
British Columbia,East Kootenay,2020-07-17,2,19,,,-22,2
British Columbia,East Kootenay,2020-07-18,1,27,,,-8,
British Columbia,East Kootenay,2020-07-19,13,29,,,-13,
British Columbia,East Kootenay,2020-07-20,15,26,,,-24,2
British Columbia,East Kootenay,2020-07-21,8,15,,,-23,2
British Columbia,East Kootenay,2020-07-22,15,24,,,-25,2
British Columbia,East Kootenay,2020-07-23,8,22,,,-24,3
British Columbia,East Kootenay,2020-07-24,1,20,,,-21,3
British Columbia,East Kootenay,2020-07-25,-1,28,,,-10,
British Columbia,East Kootenay,2020-07-26,15,34,,,-13,
British Columbia,East Kootenay,2020-07-27,19,25,,,-31,1
British Columbia,East Kootenay,2020-07-28,12,26,,,-27,2
British Columbia,East Kootenay,2020-07-29,17,26,,,-28,2
British Columbia,East Kootenay,2020-07-30,14,25,,,-27,2
British Columbia,East Kootenay,2020-07-31,12,38,,,-27,1
British Columbia,East Kootenay,2020-08-01,9,41,,,-16,
British Columbia,East Kootenay,2020-08-02,29,46,,,-22,
British Columbia,East Kootenay,2020-08-03,27,34,,,-62,
British Columbia,East Kootenay,2020-08-04,20,35,,,-31,3
British Columbia,East Kootenay,2020-08-05,20,33,,,-28,2
British Columbia,East Kootenay,2020-08-06,15,26,,,-29,4
British Columbia,East Kootenay,2020-08-07,7,27,,,-24,2
British Columbia,East Kootenay,2020-08-08,4,25,,,-13,
British Columbia,East Kootenay,2020-08-09,14,30,,,-12,
British Columbia,East Kootenay,2020-08-10,16,31,,,-26,1
British Columbia,East Kootenay,2020-08-11,11,18,,,-27,2
British Columbia,East Kootenay,2020-08-12,13,21,,,-26,3
British Columbia,East Kootenay,2020-08-13,12,26,,,-27,3
British Columbia,East Kootenay,2020-08-14,4,28,,,-23,2
British Columbia,East Kootenay,2020-08-15,7,33,,,-11,
British Columbia,East Kootenay,2020-08-16,17,35,,,-13,
British Columbia,East Kootenay,2020-08-17,,,,,,2
British Columbia,East Kootenay,2020-08-18,,,,,-24,3
British Columbia,East Kootenay,2020-08-19,,,,,-23,3
British Columbia,East Kootenay,2020-08-20,,,,,-26,2
British Columbia,East Kootenay,2020-08-21,,,,,,3
British Columbia,East Kootenay,2020-08-24,,,,,,1
British Columbia,East Kootenay,2020-08-25,,,,,-24,2
British Columbia,East Kootenay,2020-08-26,,,,,,1
British Columbia,East Kootenay,2020-08-27,,,,,-23,1
British Columbia,East Kootenay,2020-08-28,,,,,,1
British Columbia,East Kootenay,2020-08-31,,,,,,2
British Columbia,East Kootenay,2020-09-01,,,,,,1
British Columbia,East Kootenay,2020-09-02,,,,,,2
British Columbia,East Kootenay,2020-09-03,,,,,-23,1
British Columbia,East Kootenay,2020-09-04,,,,,,0
British Columbia,East Kootenay,2020-09-07,,,,,-63,
British Columbia,East Kootenay,2020-09-08,,,,,-24,2
British Columbia,East Kootenay,2020-09-09,,,,,,1
British Columbia,East Kootenay,2020-09-10,,,,,-23,1
British Columbia,East Kootenay,2020-09-11,-10,17,,,-16,-1
British Columbia,East Kootenay,2020-09-12,-10,22,,,-6,
British Columbia,East Kootenay,2020-09-13,-6,24,,,-8,
British Columbia,East Kootenay,2020-09-14,-6,16,,,-19,2
British Columbia,East Kootenay,2020-09-15,-7,15,,,-18,2
British Columbia,East Kootenay,2020-09-16,-10,2,,,-19,1
British Columbia,East Kootenay,2020-09-17,-6,1,,,-20,2
British Columbia,East Kootenay,2020-09-18,-7,8,,,-15,2
British Columbia,East Kootenay,2020-09-19,-14,14,,,-5,
British Columbia,East Kootenay,2020-09-20,-10,9,137,,-12,
British Columbia,East Kootenay,2020-09-21,-6,4,,,-21,2
British Columbia,East Kootenay,2020-09-22,-9,5,,,-18,2
British Columbia,East Kootenay,2020-09-23,-7,4,,,-17,3
British Columbia,East Kootenay,2020-09-24,-11,1,77,,-18,4
British Columbia,East Kootenay,2020-09-25,-11,6,80,,-15,4
British Columbia,East Kootenay,2020-09-26,-15,9,,,-9,2
British Columbia,East Kootenay,2020-09-27,-12,7,121,,-8,0
British Columbia,East Kootenay,2020-09-28,-8,1,,,-17,2
British Columbia,East Kootenay,2020-09-29,-11,3,,,-17,2
British Columbia,East Kootenay,2020-09-30,-12,-2,,,-15,2
British Columbia,East Kootenay,2020-10-01,-13,2,71,,-16,2
British Columbia,East Kootenay,2020-10-02,-17,2,99,,-12,1
British Columbia,East Kootenay,2020-10-03,-15,4,,,-9,0
British Columbia,East Kootenay,2020-10-04,-12,4,104,,-15,0
British Columbia,East Kootenay,2020-10-05,-7,0,,,-16,2
British Columbia,East Kootenay,2020-10-06,-13,4,,,-17,2
British Columbia,Fraser Valley,2020-02-15,4,4,-15,26,1,0
British Columbia,Fraser Valley,2020-02-16,9,1,25,44,1,-2
British Columbia,Fraser Valley,2020-02-17,8,14,216,-19,-66,13
British Columbia,Fraser Valley,2020-02-18,4,9,94,6,2,0
British Columbia,Fraser Valley,2020-02-19,5,11,80,12,2,-1
British Columbia,Fraser Valley,2020-02-20,6,5,101,11,1,-1
British Columbia,Fraser Valley,2020-02-21,5,8,69,15,3,-2
British Columbia,Fraser Valley,2020-02-22,5,1,23,22,6,0
British Columbia,Fraser Valley,2020-02-23,5,-2,-7,32,2,-1
British Columbia,Fraser Valley,2020-02-24,1,5,43,2,3,0
British Columbia,Fraser Valley,2020-02-25,1,2,27,8,4,0
British Columbia,Fraser Valley,2020-02-26,2,2,42,9,3,-1
British Columbia,Fraser Valley,2020-02-27,4,-3,27,6,3,0
British Columbia,Fraser Valley,2020-02-28,6,0,32,10,7,-3
British Columbia,Fraser Valley,2020-02-29,9,-1,59,-3,9,-2
British Columbia,Fraser Valley,2020-03-01,10,1,35,12,3,-1
British Columbia,Fraser Valley,2020-03-02,1,3,7,10,3,1
British Columbia,Fraser Valley,2020-03-03,1,0,19,10,4,0
British Columbia,Fraser Valley,2020-03-04,4,1,84,15,5,-1
British Columbia,Fraser Valley,2020-03-05,-2,-4,4,5,2,0
British Columbia,Fraser Valley,2020-03-06,6,3,103,25,8,-3
British Columbia,Fraser Valley,2020-03-07,7,0,9,30,7,0
British Columbia,Fraser Valley,2020-03-08,8,2,73,46,1,-1
British Columbia,Fraser Valley,2020-03-09,3,3,108,13,3,0
British Columbia,Fraser Valley,2020-03-10,1,-1,1,8,3,1
British Columbia,Fraser Valley,2020-03-11,4,4,63,9,3,0
British Columbia,Fraser Valley,2020-03-12,4,15,40,0,2,0
British Columbia,Fraser Valley,2020-03-13,5,35,4,-9,4,0
British Columbia,Fraser Valley,2020-03-14,-5,20,-14,-21,3,3
British Columbia,Fraser Valley,2020-03-15,-2,12,32,0,-9,2
British Columbia,Fraser Valley,2020-03-16,1,38,99,-7,-17,5
British Columbia,Fraser Valley,2020-03-17,-10,26,114,-11,-21,8
British Columbia,Fraser Valley,2020-03-18,-19,19,127,-13,-27,9
British Columbia,Fraser Valley,2020-03-19,-28,5,119,-25,-31,11
British Columbia,Fraser Valley,2020-03-20,-30,11,114,-28,-30,10
British Columbia,Fraser Valley,2020-03-21,-39,-3,91,-39,-25,9
British Columbia,Fraser Valley,2020-03-22,-45,-15,33,-33,-35,8
British Columbia,Fraser Valley,2020-03-23,-43,-7,8,-40,-41,16
British Columbia,Fraser Valley,2020-03-24,-44,-7,26,-39,-42,17
British Columbia,Fraser Valley,2020-03-25,-41,-8,61,-37,-43,16
British Columbia,Fraser Valley,2020-03-26,-48,-15,-11,-46,-44,18
British Columbia,Fraser Valley,2020-03-27,-47,-10,-7,-51,-43,17
British Columbia,Fraser Valley,2020-03-28,-53,-18,-34,-54,-36,14
British Columbia,Fraser Valley,2020-03-29,-47,-24,36,-48,-40,10
British Columbia,Fraser Valley,2020-03-30,-44,-16,16,-47,-44,17
British Columbia,Fraser Valley,2020-03-31,-42,-14,37,-40,-43,17
British Columbia,Fraser Valley,2020-04-01,-40,-14,56,-43,-43,16
British Columbia,Fraser Valley,2020-04-02,-45,-19,25,-47,-44,18
British Columbia,Fraser Valley,2020-04-03,-46,-13,-8,-51,-41,17
British Columbia,Fraser Valley,2020-04-04,-45,-16,27,-46,-36,12
British Columbia,Fraser Valley,2020-04-05,-44,-25,37,-38,-40,10
British Columbia,Fraser Valley,2020-04-06,-39,-11,87,-46,-42,15
British Columbia,Fraser Valley,2020-04-07,-39,-7,80,-36,-43,16
British Columbia,Fraser Valley,2020-04-08,-36,-5,84,-37,-42,15
British Columbia,Fraser Valley,2020-04-09,-28,9,83,-39,-44,15
British Columbia,Fraser Valley,2020-04-10,-41,1,94,-58,-73,23
British Columbia,Fraser Valley,2020-04-11,-40,0,38,-50,-38,12
British Columbia,Fraser Valley,2020-04-12,-49,-24,50,-45,-41,9
British Columbia,Fraser Valley,2020-04-13,-38,-12,104,-47,-56,19
British Columbia,Fraser Valley,2020-04-14,-36,-6,72,-37,-41,16
British Columbia,Fraser Valley,2020-04-15,-33,-3,84,-37,-41,15
British Columbia,Fraser Valley,2020-04-16,-34,-3,92,-41,-42,15
British Columbia,Fraser Valley,2020-04-17,-38,-3,43,-47,-38,14
British Columbia,Fraser Valley,2020-04-18,-35,-4,50,-40,-29,10
British Columbia,Fraser Valley,2020-04-19,-35,-13,52,-42,-35,8
British Columbia,Fraser Valley,2020-04-20,-33,-3,91,-38,-40,14
British Columbia,Fraser Valley,2020-04-21,-32,-3,59,-34,-39,15
British Columbia,Fraser Valley,2020-04-22,-34,-4,-8,-40,-40,16
British Columbia,Fraser Valley,2020-04-23,-35,-3,41,-41,-40,15
British Columbia,Fraser Valley,2020-04-24,-34,5,63,-43,-37,13
British Columbia,Fraser Valley,2020-04-25,-39,4,3,-46,-31,11
British Columbia,Fraser Valley,2020-04-26,-36,-6,43,-36,-34,8
British Columbia,Fraser Valley,2020-04-27,-35,3,51,-42,-38,14
British Columbia,Fraser Valley,2020-04-28,-31,7,63,-31,-39,14
British Columbia,Fraser Valley,2020-04-29,-33,4,31,-37,-39,15
British Columbia,Fraser Valley,2020-04-30,-33,6,58,-34,-40,15
British Columbia,Fraser Valley,2020-05-01,-31,12,91,-36,-36,12
British Columbia,Fraser Valley,2020-05-02,-39,5,-17,-47,-30,11
British Columbia,Fraser Valley,2020-05-03,-35,-1,25,-33,-33,8
British Columbia,Fraser Valley,2020-05-04,-31,7,94,-35,-36,13
British Columbia,Fraser Valley,2020-05-05,-28,10,126,-28,-36,13
British Columbia,Fraser Valley,2020-05-06,-30,9,58,-30,-37,14
British Columbia,Fraser Valley,2020-05-07,-27,11,137,-25,-37,12
British Columbia,Fraser Valley,2020-05-08,-25,20,138,-30,-34,10
British Columbia,Fraser Valley,2020-05-09,-23,25,110,-20,-27,6
British Columbia,Fraser Valley,2020-05-10,-18,16,119,-11,-27,3
British Columbia,Fraser Valley,2020-05-11,-29,6,110,-28,-35,12
British Columbia,Fraser Valley,2020-05-12,-32,4,32,-32,-35,14
British Columbia,Fraser Valley,2020-05-13,-29,7,58,-31,-35,13
British Columbia,Fraser Valley,2020-05-14,-28,8,92,-29,-36,12
British Columbia,Fraser Valley,2020-05-15,-22,18,144,-31,-34,9
British Columbia,Fraser Valley,2020-05-16,-31,9,28,-31,-26,9
British Columbia,Fraser Valley,2020-05-17,-26,2,75,-20,-28,6
British Columbia,Fraser Valley,2020-05-18,-19,19,386,-26,-73,18
British Columbia,Fraser Valley,2020-05-19,-20,16,138,-26,-33,11
British Columbia,Fraser Valley,2020-05-20,-19,18,46,-33,-32,12
British Columbia,Fraser Valley,2020-05-21,-23,15,61,-35,-33,12
British Columbia,Fraser Valley,2020-05-22,-21,19,57,-40,-28,10
British Columbia,Fraser Valley,2020-05-23,-21,15,84,-34,-14,6
British Columbia,Fraser Valley,2020-05-24,-19,10,104,-28,-21,5
British Columbia,Fraser Valley,2020-05-25,-21,15,34,-37,-32,12
British Columbia,Fraser Valley,2020-05-26,-16,16,150,-26,-28,10
British Columbia,Fraser Valley,2020-05-27,-11,24,168,-21,-27,9
British Columbia,Fraser Valley,2020-05-28,-15,21,148,-26,-28,10
British Columbia,Fraser Valley,2020-05-29,-13,27,166,-30,-25,7
British Columbia,Fraser Valley,2020-05-30,-23,14,-7,-40,-11,8
British Columbia,Fraser Valley,2020-05-31,-17,16,63,-25,-14,4
British Columbia,Fraser Valley,2020-06-01,-11,23,163,-24,-24,8
British Columbia,Fraser Valley,2020-06-02,-16,17,55,-26,-25,11
British Columbia,Fraser Valley,2020-06-03,-13,17,122,-26,-26,9
British Columbia,Fraser Valley,2020-06-04,-16,18,126,-28,-27,10
British Columbia,Fraser Valley,2020-06-05,-14,21,168,-27,-23,6
British Columbia,Fraser Valley,2020-06-06,-16,17,96,-30,-9,5
British Columbia,Fraser Valley,2020-06-07,-12,9,114,-20,-13,3
British Columbia,Fraser Valley,2020-06-08,-16,15,109,-31,-25,9
British Columbia,Fraser Valley,2020-06-09,-16,14,35,-31,-25,11
British Columbia,Fraser Valley,2020-06-10,-13,14,118,-27,-24,9
British Columbia,Fraser Valley,2020-06-11,-15,12,92,-31,-26,10
British Columbia,Fraser Valley,2020-06-12,-16,15,50,-34,-24,8
British Columbia,Fraser Valley,2020-06-13,-14,17,96,-36,-6,5
British Columbia,Fraser Valley,2020-06-14,-16,7,61,-15,-15,4
British Columbia,Fraser Valley,2020-06-15,-14,16,29,-28,-25,10
British Columbia,Fraser Valley,2020-06-16,-11,18,143,-17,-23,9
British Columbia,Fraser Valley,2020-06-17,-10,17,170,-21,-25,8
British Columbia,Fraser Valley,2020-06-18,-8,20,214,-17,-26,7
British Columbia,Fraser Valley,2020-06-19,-6,27,213,-22,-23,4
British Columbia,Fraser Valley,2020-06-20,-12,24,60,-32,-6,4
British Columbia,Fraser Valley,2020-06-21,-4,18,158,-6,-9,0
British Columbia,Fraser Valley,2020-06-22,-7,19,231,-16,-27,7
British Columbia,Fraser Valley,2020-06-23,-8,20,195,-14,-26,8
British Columbia,Fraser Valley,2020-06-24,-3,27,151,-17,-25,7
British Columbia,Fraser Valley,2020-06-25,-5,23,222,-14,-25,6
British Columbia,Fraser Valley,2020-06-26,-7,25,166,-20,-23,5
